chr	start	end	H3K4me3	H3K9me2	H3K27me3	H3K5ac	H3K56ac	Mnase	ATAQ	Transcripts_ds	Exons_ds	TE_ds	SNPs_ds	TSS_dt	TTS_dt	Telomere_dt	Centromere_dt	AT	CG	mCG	mCHG	Motif_ds	class
1	49769350	49771350	-1.08331439883625	0.55881185479586	-1.08775405385575	6.10959425032428	7.75127593321418	62	2	1	1	0	29	19848	0	49769348	84448650	0.536	0.464	100	26.7857142857143	0	1
1	52808707	52810707	-1.15550799856583	1.21895395348673	-1.46570120087069	-0.894265255273284	-2.00836917205548	72	0	0	0	14	24	943	3567	52808705	81409293	0.586	0.414	100	100	0	1
1	58647814	58649814	1.06921146307512	0.551783336434433	0.83702491011813	2.75045181800366	4.23350491630161	96	4	1	3	1	10	0	0	58647812	75570186	0.565	0.435	87.5	0	0	1
1	62103266	62105266	-2.01718618076457	0.698010348533034	-1.67771846797271	0.011664836583416	-1.12396049029346	71	0	0	0	3	64	40151	39054	62103264	72114734	0.539	0.461	100	100	0	1
1	62457558	62459558	4.84260489431566	-1.65557381192224	11.1908659842982	2.84622012635351	1.25017309042244	125	2	1	1	0	12	1387	0	62457556	71760442	0.4905	0.5095	58.3333	0	0	1
1	63216808	63218808	-2.38673533080152	-0.027224636038345	7.72135703279771	2.63044009095462	-1.91087824279404	112	5	0	0	0	17	2332	5426	63216806	71001192	0.5575	0.4425	100	63.6363636363636	0	1
1	69294993	69296993	34.6995459078541	-1.54581392596113	-1.21481919681072	4.88227846920017	30.1162260498218	38	7	1	1	0	19	0	65	69294991	64923007	0.4085	0.5915	0	0	0	1
1	71032749	71034749	-0.248685498189937	0.784126632794535	-0.962637880010761	3.53312346996227	1.67935729625156	83	0	0	0	2	13	721	2469	71032747	63185251	0.5645	0.4355	100	0	0	1
1	72103601	72105601	-2.01356717343962	-0.56186195927589	0.788912123657886	-0.347359392059824	-1.78002321746214	109	2	1	0	1	35	1146	16201	72103599	62114399	0.4995	0.5005	100	100	0	1
1	72103957	72105957	-1.89098729131479	-0.760731273036829	0.326012852495903	-0.535241026630044	-1.83956098665943	117	1	1	0	1	41	1502	15845	72103955	62114043	0.46	0.54	100	100	0	1
1	73346958	73348958	-0.775101826554037	1.51862777704556	-1.8206046542911	1.68636598347015	-0.3069203351831	48	2	0	0	3	5	36416	33638	73346956	60871042	0.621	0.379	80	50	0	1
1	76346565	76348565	36.7908284653954	-2.91344748344539	5.32320786558075	2.79508925932954	15.9622320033319	81	3	1	1	0	25	0	0	76346563	57871435	0.4195	0.5805	0	0	0	1
1	77142054	77144054	3.82396626040511	-0.214470646285195	-1.81468131679996	2.47370357006212	4.93955375621558	106	33	0	0	2	11	10063	8621	77142052	57075946	0.564	0.436	100	0	0	1
1	77853185	77855185	-1.13026822067587	0.269217038949719	-1.0653600166312	-1.73557215245786	-1.65617185084155	76	2	0	0	2	72	7967	8209	77853183	56364815	0.5465	0.4535	100	100	0	1
1	80705357	80707357	-1.01845208714122	0.758862145919192	9.38333088756818	3.37638694906977	-0.8253778440524	68	2	1	1	0	11	13349	0	80705355	53512643	0.572	0.428	66.6667	0	0	1
1	82952580	82954580	-1.25646711012565	1.10917963485458	13.5903144642551	1.34499454085648	-1.25061332039858	32	2	0	0	1	9	30966	25590	82952578	51265420	0.6315	0.3685	100	80.9090909090909	0	1
1	83410636	83412636	0.560796897951082	0.961962926393782	-2.32431763152102	4.76926564410117	3.60462972523513	48	2	1	1	2	24	483	1671	83410634	50807364	0.5835	0.4165	90	16.6666666666667	0	1
1	84307097	84309097	2.37625140236534	0.540202946062241	-1.94109680338494	2.35419731926502	2.75810750202572	53	2	2	3	0	32	1083	0	84307095	49910903	0.587	0.413	100	0	0	1
1	85026174	85028174	2.17623595629284	-1.32461111215989	-1.46570120087069	4.75485957092065	11.3735415380995	73	16	5	4	0	26	0	812	85026172	49191826	0.4305	0.5695	0	0	0	1
1	87288847	87290847	-0.713858522183955	0.0830850384716316	-0.732850600435346	-0.23018610857941	-1.08492676574242	72	0	0	0	1	2	12765	18261	87288845	46929153	0.5435	0.4065	100	100	0	1
1	87776052	87778052	0.436407512163782	0.337910202730342	25.2565760510676	1.14270683310574	-0.189245528530771	64	6	1	1	0	21	0	2215	87776050	46441948	0.546	0.454	100	66.6666666666667	0	1
1	90889892	90891892	-1.55029692649274	0.231573746340187	-0.729525888424193	3.76148208747694	6.67978285189516	144	16	0	0	4	14	38058	36919	90889890	43328108	0.5235	0.4765	100	83.3333333333333	0	1
1	103426884	103428884	-2.00451965512726	-0.551280887046587	-1.14958605424707	6.67790508866831	3.9537721172207	82	0	0	0	1	24	25059	24000	103426882	30791116	0.476	0.524	0	0	0	1
1	107854729	107856729	15.2288201327243	-2.26040087070957	51.1366311419278	-0.856121239645513	0.104561289484293	109	0	3	8	0	13	2475	119	107854727	26363271	0.4615	0.5385	33.3333	0	0	1
1	108295811	108297811	-1.42771704436791	1.11521845685381	-0.379246459754934	0.830147536853107	-1.55142379712495	33	0	0	0	1	48	21869	22651	108295809	25922189	0.58	0.37	100	100	0	1
1	110644045	110646045	39.2410829711528	-0.605787889807442	-0.813828356201238	17.4999572289325	16.430449933712	55	1	2	4	1	18	0	992	110644043	23573955	0.5205	0.4795	100	0	0	1
1	148241899	148243899	-1.40428677014043	1.23301580109993	5.32183212267958	0.511600291154321	-2.41812989772524	49	2	0	0	4	68	2261	1143	148241897	13281899	0.577	0.423	100	100	0	1
1	156170340	156172340	17.7582264327072	-0.0457665771783333	-1.74157586763519	10.7406899050949	23.223892161265	34	2	1	1	0	32	0	0	145261041	21210340	0.5715	0.4285	100	72.7272727272727	0	1
1	156224296	156226296	-1.52505714860278	1.03034530665799	7.4039425734341	-0.0464649323906074	-0.695923550462762	29	2	0	0	0	20	6125	6346	145207085	21264296	0.6315	0.3685	33.3333	50	0	1
1	166942021	166944021	38.0028041710365	-5.81625654884854	7.92622807982977	10.5891247950877	33.5981516744347	252	8	1	2	0	17	0	505	134489360	31982021	0.405	0.595	0	0	0	1
1	174303555	174305555	-0.223445720299982	-1.14552206271427	-0.508260571819894	3.57684716575577	0.935608762017278	63	3	2	2	1	21	4606	0	127127826	39343555	0.496	0.504	0	0	0	1
1	174303792	174305792	-0.245066490864991	-0.89979583158674	0.246984065839998	3.36989352337167	0.376143163855465	53	2	0	0	1	21	4843	184	127127589	39343792	0.5015	0.4985	0	0	0	1
1	174390256	174392256	12.5191163801868	-0.266166164727233	11.4417479883582	0.927840543239216	3.84704969876263	50	12	1	1	0	20	135	0	127041125	39430256	0.497	0.503	100	13.8095238095238	0	1
1	178430619	178432619	-1.18074777645578	0.918653752004722	25.6654391982782	-0.821729413118742	-1.34975844714612	82	0	0	0	2	39	1214	2699	123000762	43470619	0.5535	0.3965	100	100	0	1
1	178433821	178435821	-1.37542798492553	0.84305638326924	3.78302547264412	0.199546471153637	-1.72863637297458	79	0	0	0	4	83	4416	5901	122997560	43473821	0.572	0.428	100	100	0	1
1	179597427	179599427	2.45568301674481	0.590861044109841	24.6171995377504	2.84530638082114	1.75124818538538	114	4	0	0	0	12	1452	988	121833954	44637427	0.524	0.476	12.5	0	0	1
1	179950736	179952736	-2.01356717343962	0.127527466190843	63.8017202900677	1.18176459426588	-0.929872432025157	62	0	0	0	1	3	690	223	121480645	44990736	0.5025	0.4975	0	0	0	1
1	182352524	182354524	-0.809389122756355	-0.561565608430512	-0.470121921393108	-0.597122984705066	-0.66561438362067	52	0	0	0	0	2	4875	4560	119078857	47392524	0.462	0.538	100	85.7142857142857	0	1
1	192438874	192440874	0.703374593747773	0.561116463707711	-2.54225823611417	0.375354999860022	2.98900145435976	51	0	1	2	0	13	906	1677	108992507	57478874	0.5635	0.4365	83.3333	0	0	1
1	194973507	194975507	-0.596520604277219	0.653271569968444	55.4852015921931	2.21561906065404	-0.63466488226783	118	2	0	0	0	18	5159	8069	106457874	60013507	0.536	0.464	0	0	0	1
1	195682602	195684602	-0.574993107096873	-0.00183583575643476	-0.666318145131704	2.08444797327353	0.351436923982421	85	6	0	0	0	14	70001	68603	105748779	60722602	0.54	0.46	0	0	0	1
1	196461277	196463277	31.8980238354538	-1.13170403102385	-1.64347775576589	10.8462955589634	22.5849583822589	105	0	4	6	0	27	4	0	104970104	61501277	0.463	0.537	0	0	0	1
1	197305544	197307544	12.0431796076026	-2.40675700710509	-0.711106219580796	0.401834178904376	7.95689001267596	49	1	1	1	0	32	0	0	104125837	62345544	0.35	0.65	0	0	0	1
1	198428887	198430887	-0.602042388649301	0.362113214759511	22.3079004329004	1.07433144933262	-0.505210588678192	44	12	0	0	1	23	19938	19674	103002494	63468887	0.5885	0.4115	0	0	0	1
1	200193008	200195008	5.97125015809839	-1.06637214011091	37.8630814806662	0.189300856354536	0.850791119947727	61	4	1	1	2	9	1240	0	101238373	65233008	0.4995	0.5005	100	50	0	1
1	200469984	200471984	-1.25646711012565	1.08747251273746	-1.86669204148018	-0.105100177616578	-0.717001228108231	54	0	0	0	6	43	9462	14254	100961397	65509984	0.5615	0.4385	100	100	0	1
1	202617247	202619247	-1.10140943546097	-0.874536155601744	-2.02207455915083	0.468790340893184	-0.509986416904191	75	2	0	0	1	27	20822	21371	98814134	67657247	0.5	0.5	100	16.6666666666667	0	1
1	203442982	203444982	-0.883298952763746	0.129066951101899	-0.538603345806736	0.0716220966221744	-0.718975592849705	59	0	0	0	1	6	35270	36104	97988399	68482982	0.5345	0.4655	100	100	0	1
1	203585751	203587751	-1.89460629863974	0.501684648716388	-1.13976477853597	0	-1.2874192144643	60	0	0	0	1	21	12995	13670	97845630	68625751	0.5645	0.4355	100	86.6071428571428	0	1
1	203589981	203591981	-1.96670662498466	0.1265329589383	-1.1279181035537	0.0827814569536424	-1.1130081020992	74	0	0	0	2	28	8765	9440	97841400	68629981	0.5215	0.4785	100	100	0	1
1	216751675	216753675	14.1669399576837	-0.774295867023758	-0.88953243084599	14.0175563567138	23.5494088778645	117	10	0	0	2	42	1296	3299	84679706	81791675	0.514	0.486	100	50	0	1
1	217393547	217395547	-1.10864745011086	1.53966079720725	-2.12414703940128	-1.22772405040454	-1.99264095563522	35	2	0	0	1	52	21885	26818	84037834	82433547	0.621	0.379	100	100	0	1
1	217505535	217507535	-2.28758572290418	0.251172351436002	-1.59739036857681	-0.753354029345618	-1.14446453493972	84	0	0	0	3	29	807	2359	83925846	82545535	0.536	0.464	100	100	0	1
1	217691634	217693634	-0.302784061294791	-0.610454453444081	-0.0288906009244991	1.250139978039	1.80798449109815	135	1	0	0	0	12	15039	13779	83739747	82731634	0.5175	0.4825	0	0	0	1
1	220760064	220762064	3.08658419060901	0.752828134810307	0.526833100985643	9.56734343456338	12.3500916878978	52	1	1	2	1	10	0	6044	80671317	85800064	0.591	0.409	0	0	0	1
1	223849822	223851822	32.1953793857612	-2.59927190446003	10.7035472766405	0.245603134263825	9.22947481097459	82	5	3	3	0	33	0	421	77581559	88889822	0.415	0.585	0	0	0	1
1	224166578	224168578	10.2656314067156	-1.80411024382304	0.0382915107491382	5.46641460250903	8.58907359871464	120	7	0	0	0	19	10032	11917	77264803	89206578	0.3885	0.6115	0	0	0	1
1	224435744	224437744	12.4272047869393	-2.20204015234512	1.48954741115758	4.38558972747831	5.08365570173859	125	13	1	1	0	19	0	550	76995637	89475744	0.4725	0.5275	0	0	0	1
1	224437698	224439698	9.98075583527622	-0.557185773858557	0.795485117519016	2.57789000214633	6.12369235021709	59	2	1	1	0	18	521	0	76993683	89477698	0.5245	0.4755	0	0	0	1
1	225693179	225695179	-0.79481982007191	-1.46336969808372	-1.86141836035904	10.2868111136342	10.5200156561788	133	3	0	0	0	6	25712	38547	75738202	90733179	0.4545	0.5455	0	0	0	1
1	232860709	232862709	-0.886917960088692	1.25578920895357	-1.86669204148018	-1.72207982480971	-1.6957792083918	35	0	0	0	0	55	5140	15202	68570672	97900709	0.634	0.366	100	94.7368421052632	0	1
1	233459107	233461107	0.546414142035964	-0.45128441439139	0.117893523613863	3.68985999085477	2.49862528184724	121	0	1	2	1	5	0	1872	67972274	98499107	0.552	0.448	0	0	0	1
1	246409707	246411707	-0.270399542139609	0.985233587873693	53.086326338445	-0.426894136164415	0.372447900116354	36	0	1	0	2	3	22958	2838	55021674	111449707	0.643	0.357	66.6667	11.1111111111111	0	1
1	246467024	246469024	16.3754671597471	-0.100770833565459	-1.66189742460929	12.2210159917133	10.5379717030844	104	1	2	7	0	36	182	1539	54964357	111507024	0.5085	0.4915	0	0	0	1
1	246726138	246728138	29.541583699991	-2.50581631832068	-0.755894294029887	6.43514039797312	13.7527044127852	162	13	1	1	0	26	0	12390	54705243	111766138	0.3785	0.6215	0	0	0	1
1	248165892	248167892	-1.40247726647796	0.861287540892808	-1.56379931273999	-0.19528880580069	-1.37981414824438	80	0	0	0	0	51	369	9334	53265489	113205892	0.583	0.417	100	100	0	1
1	250952094	250954094	7.08713562285914	-2.3556638121345	0.820554210384719	2.48161621754454	3.071591265944	127	3	1	1	0	16	1969	0	50479287	115992094	0.411	0.589	0	0	0	1
1	251168470	251170470	-0.984258064323565	1.16549880379136	-0.916550492821679	0.131676563632461	-0.154160533462681	53	2	0	0	0	24	3910	5179	50262911	116208470	0.6175	0.3825	0	0	0	1
1	251205539	251207539	6.17126560417089	-0.160508621182854	0.975287071685377	0.916681182907748	2.44831900184656	57	2	1	1	3	17	2279	0	50225842	116245539	0.546	0.454	0	0	0	1
1	251223049	251225049	30.3889723996593	-3.70289072738026	-0.547125308777851	0.799002423175386	32.675723131097	41	6	1	1	0	22	0	125	50208332	116263049	0.3465	0.6535	0	0	0	1
1	253972454	253974454	23.7887238447438	-3.92471991910469	37.728067600949	1.40545727714719	0.843787461236416	117	4	1	1	0	19	0	137	47458927	119012454	0.3805	0.6195	0	0	0	1
1	254303723	254305723	2.35282112813786	-0.375242326952226	62.6698278181329	0.732046261186578	-0.0383933900402904	89	2	2	1	0	13	1506	0	47127658	119343723	0.54	0.46	0	0	0	1
1	256483710	256485710	-0.40374317285461	1.32672482494277	-2.39279905593465	-0.140405749675718	0.27922586759323	65	2	1	2	1	9	41861	705	44947671	121523710	0.603	0.397	100	0	0	1
1	256530891	256532891	-1.25646711012565	1.40301553919506	-0.172426443612884	3.33499622059295	0.0289751366113657	40	2	0	0	0	18	3319	16463	44900490	121570891	0.6125	0.3875	0	0	0	1
1	256995739	256997739	0.544604638373491	-0.254652741948672	-1.36427837699024	4.32329950012287	3.73720564956467	153	7	0	0	0	29	12	1617	44435642	122035739	0.5045	0.4955	0	0	0	1
1	256996740	256998740	28.5193260587555	-2.40451455489652	-0.900079793088268	4.30980717247472	16.1001573888866	143	4	2	3	0	17	0	616	44434641	122036740	0.3735	0.6265	0	0	0	1
1	256996764	256998764	28.4183669471957	-2.38709143441564	-0.951440861398489	4.09727384992488	15.9900598739448	137	3	2	3	0	17	0	592	44434617	122036764	0.378	0.622	0	0	0	1
1	258423650	258425650	10.1447677548686	-4.27430114938136	36.7930210091227	0.493947505124752	1.04933483918666	137	1	2	11	0	11	500	0	43007731	123463650	0.3795	0.6205	0	0	0	1
1	259014345	259016345	10.9885374472119	-0.58468790205212	33.980735013574	1.94586971466254	11.2053069857027	106	5	1	2	0	20	0	0	42417036	124054345	0.475	0.525	0	0	0	1
1	262630051	262632051	20.2496331557781	-1.19635700909102	0.453077995450877	0.40741385907011	4.28654595827527	52	0	1	2	0	29	0	0	38801330	127670051	0.437	0.513	0	0	0	1
1	263673933	263675933	6.69587242887252	-0.847220497518033	33.8628414899601	0.0442291720454522	1.53328098598708	120	7	0	0	2	4	3895	3111	37757448	128713933	0.488	0.512	0	0	0	1
1	265501285	265503285	-1.96127811399724	-1.68768515793951	28.1689855577567	4.16656297923037	0.935355296273439	210	8	0	0	0	5	13710	1157	35930096	130541285	0.453	0.547	0	0	0	1
1	268400174	268402174	0.274205096233882	-0.238099815313769	-1.29449763983662	4.8813647236678	4.81290092611047	98	2	1	1	0	27	3800	0	33031207	133440174	0.526	0.474	0	0	0	1
1	270482134	270484134	-1.10864745011086	1.48552192377575	-1.9351734658938	0.762277629331931	-0.911022584865	46	3	0	0	0	30	7017	3369	30949247	135522134	0.6005	0.3995	0	0	0	1
1	270736013	270738013	22.2942417116338	-0.968680276367562	-1.61581003742021	6.35327268655184	15.5681994940824	50	4	2	2	0	16	0	4138	30695368	135776013	0.473	0.527	0	0	0	1
1	270736115	270738115	17.166947792648	-0.695514073749756	-1.61581003742021	6.66207979370348	11.5150954858818	52	4	1	1	0	16	0	4240	30695266	135776115	0.4805	0.5195	0	0	0	1
1	274484988	274486988	-1.01483307981627	-1.28136409447411	-1.72907953628293	4.40790844814125	4.95305414215053	105	4	0	0	0	13	1875	2807	26946393	139524988	0.477	0.523	66.6667	0	0	1
1	275058311	275060311	21.1187358993961	-0.808759545985117	-1.56314965637	5.91704668112069	16.7688934032472	68	7	2	1	0	9	0	5915	26373070	140098311	0.485	0.515	0	0	0	1
1	276748629	276750629	20.2082943916952	-2.21721600972708	-1.69086445569496	7.65545727714719	19.5022279638883	69	11	2	3	0	28	3678	0	24682752	141788629	0.4085	0.5915	0	0	0	1
1	276886798	276888798	9.07926857250308	-2.40153103313889	3.49392838799618	2.06679518724396	5.47208528401904	115	2	1	1	0	11	0	4032	24544583	141926798	0.3765	0.6235	0	0	0	1
1	278670649	278672649	3.55004098432522	-0.994690643682311	22.0497957786093	3.43918265267716	1.21228663186982	57	3	2	6	0	22	1518	0	22760732	143710649	0.49	0.51	0	0	0	1
